Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
18,4,1.33500106673234,6,26,4,2.533696813957432,2.2192034840549946,2.4069451083182885,3.2188758248682006,5.541263545158426
18,4,1.33500106673234,6,20,4,2.5952547069568657,2.2300144001592104,2.451005098112319,3.1780538303479458,5.58724865840025
18,4,1.33500106673234,6,26,4,2.4765384001174837,2.163323025660538,2.3513752571634776,3.295836866004329,5.488937726156687
18,4,1.33500106673234,6,20,4,2.517696472610991,2.163323025660538,2.3702437414678603,3.258096538021482,5.5053315359323625
18,4,1.33500106673234,6,26,4,2.501435951739211,2.163323025660538,2.3608540011180215,3.295836866004329,5.497168225293202
18,4,1.33500106673234,6,20,4,2.5257286443082556,2.186051276738094,2.388762789235098,3.258096538021482,5.5254529391317835
18,15,1.33500106673234,6,26,4,2.772588722239781,2.4423470353692043,2.6390573296152584,2.995732273553991,5.7745515455444085
18,4,1.2237754316221157,6,26,4,2.509599262378372,2.186051276738094,2.379546134130174,3.258096538021482,5.5134287461649825
18,4,1.2237754316221157,6,20,4,2.5572273113676265,2.1972245773362196,2.4069451083182885,3.2188758248682006,5.541263545158426
18,4,1.33500106673234,6,26,4,2.5494451709255714,2.2300144001592104,2.4159137783010487,3.2188758248682006,5.552959584921617
18,4,1.33500106673234,6,20,4,2.5726122302071057,2.2192034840549946,2.4336133554004498,3.2188758248682006,5.568344503761097
18,4,1.33500106673234,6,26,4,2.617395832834079,2.2617630984737906,2.4765384001174837,3.1780538303479458,5.6131281063880705
18,4,1.33500106673234,6,26,4,2.617395832834079,2.2617630984737906,2.4765384001174837,3.1780538303479458,5.6131281063880705
18,4,1.33500106673234,6,26,4,2.617395832834079,2.2617630984737906,2.4765384001174837,3.1780538303479458,5.6131281063880705
18,4,1.33500106673234,6,26,4,2.617395832834079,2.2617630984737906,2.4765384001174837,3.1780538303479458,5.6131281063880705
18,15,0.9932517730102834,6,26,4,2.3702437414678603,2.0014800002101243,2.2192034840549946,3.4339872044851463,5.356586274672012
18,15,0.9932517730102834,6,16,4,2.4423470353692043,2.066862759472976,2.2925347571405443,3.367295829986474,5.429345628954441
18,15,1.2237754316221157,6,26,4,2.388762789235098,2.0412203288596382,2.2512917986064953,3.4011973816621555,5.384495062789089
18,15,1.2237754316221157,6,16,4,2.4932054526026954,2.186051276738094,2.3702437414678603,3.258096538021482,5.5053315359323625
18,15,1.2237754316221157,6,26,4,2.424802725718295,2.066862759472976,2.2823823856765264,3.367295829986474,5.41610040220442
18,15,1.2237754316221157,6,16,4,2.4765384001174837,2.151762203259462,2.341805806147327,3.295836866004329,5.476463551931511
18,13,1.0986122886681098,6,17,1,2.468099531471619,2.0918640616783932,2.322387720290225,3.332204510175204,5.6240175061873385
18,13,1.2809338454620642,6,17,4,2.6602595372658615,2.2617630984737906,2.501435951739211,3.1354942159291497,5.655991810819852
18,13,1.5686159179138452,8,17,4,2.8154087194227095,2.4159137783010487,2.653241964607215,2.995732273553991,5.7899601708972535
18,15,0.9932517730102834,6,26,4,2.3702437414678603,2.0014800002101243,2.2192034840549946,3.4339872044851463,5.356586274672012
18,15,0.9932517730102834,6,16,4,2.4423470353692043,2.066862759472976,2.2925347571405443,3.367295829986474,5.429345628954441
18,15,1.2237754316221157,6,26,4,2.388762789235098,2.0412203288596382,2.2512917986064953,3.4011973816621555,5.384495062789089
18,15,1.2237754316221157,6,16,4,2.4932054526026954,2.186051276738094,2.3702437414678603,3.258096538021482,5.5053315359323625
18,15,1.2237754316221157,6,26,4,2.424802725718295,2.066862759472976,2.2823823856765264,3.367295829986474,5.41610040220442
18,15,1.2237754316221157,6,16,4,2.4765384001174837,2.151762203259462,2.341805806147327,3.295836866004329,5.476463551931511
18,3,1.0986122886681098,6,23,4,2.617395832834079,2.33214389523559,2.501435951739211,3.1354942159291497,5.638354669333745
18,3,1.2809338454620642,6,23,4,2.653241964607215,2.312535423847214,2.509599262378372,3.1354942159291497,5.645446897643238
18,10,1.2809338454620642,6,26,4,2.5572273113676265,2.128231705849268,2.388762789235098,3.258096538021482,5.5254529391317835
18,10,1.2809338454620642,6,26,4,2.5726122302071057,2.163323025660538,2.4069451083182885,3.2188758248682006,5.541263545158426
18,10,1.0986122886681098,6,26,4,2.5952547069568657,2.174751721484161,2.4336133554004498,3.2188758248682006,5.568344503761097
18,10,1.0986122886681098,6,26,4,2.617395832834079,2.186051276738094,2.4423470353692043,3.2188758248682006,5.575949103146316
18,10,1.5686159179138452,8,26,4,2.714694743820879,2.272125885509337,2.5416019934645457,3.091042453358316,5.676753802268282
18,10,1.0986122886681098,6,26,4,2.5952547069568657,2.174751721484161,2.4336133554004498,3.2188758248682006,5.568344503761097
18,10,1.5686159179138452,8,26,4,2.72785282839839,2.272125885509337,2.5494451709255714,3.091042453358316,5.683579767338681
18,10,1.5686159179138452,8,26,4,2.7343675094195836,2.2823823856765264,2.5572273113676265,3.091042453358316,5.6937321388027
18,10,1.5686159179138452,8,26,4,2.72785282839839,2.272125885509337,2.5494451709255714,3.091042453358316,5.683579767338681
18,10,1.5686159179138452,8,26,4,2.7343675094195836,2.2823823856765264,2.5572273113676265,3.091042453358316,5.6937321388027
25,11,1.2809338454620642,6,17,3,2.631888840136646,2.2512917986064953,2.4765384001174837,3.1780538303479458,5.6131281063880705
25,11,1.2809338454620642,6,17,3,2.631888840136646,2.2512917986064953,2.4765384001174837,3.1780538303479458,5.6131281063880705
25,11,1.2809338454620642,6,17,2,2.9652730660692823,2.6100697927420065,2.8213788864092133,2.833213344056216,5.594711379601839
25,11,1.2809338454620642,6,17,3,2.5572273113676265,2.2300144001592104,2.424802725718295,3.2188758248682006,5.560681631015528
25,11,1.7404661748405046,8,22,3,2.8390784635086144,2.4849066497880004,2.6946271807700692,2.9444389791664403,5.8289456176102075
25,11,1.7404661748405046,8,17,3,2.7536607123542622,2.388762789235098,2.6100697927420065,3.044522437723423,5.746203190540153
25,11,1.0986122886681098,6,17,1,2.4423470353692043,2.128231705849268,2.312535423847214,3.332204510175204,5.60947179518496
25,11,1.0986122886681098,6,17,1,2.424802725718295,2.0794415416798357,2.2823823856765264,3.367295829986474,5.579729825986222
25,11,1.2809338454620642,6,17,3,2.681021528714291,2.312535423847214,2.533696813957432,3.091042453358316,5.66988092298052
25,11,1.2809338454620642,6,17,3,2.681021528714291,2.312535423847214,2.533696813957432,3.091042453358316,5.66988092298052
25,11,1.2809338454620642,6,17,2,3.0204248861443626,2.6741486494265287,2.8791984572980396,2.772588722239781,5.652489180268651
25,11,1.7404661748405046,8,22,3,2.8735646395797834,2.5416019934645457,2.7343675094195836,2.8903717578961645,5.869296913133774
25,11,1.7404661748405046,8,17,3,2.785011242238338,2.4423470353692043,2.6461747973841225,2.995732273553991,5.780743515792329
25,11,1.0986122886681098,6,17,1,2.4932054526026954,2.174751721484161,2.3608540011180215,3.295836866004329,5.655991810819852
25,0,1.2809338454620642,6,22,3,2.5877640352277083,2.2082744135228043,2.4336133554004498,3.2188758248682006,5.568344503761097
25,0,1.2809338454620642,6,22,2,2.9231615807191558,2.5416019934645457,2.766319109226186,2.8903717578961645,5.537334267018537
25,1,0.8754687373538999,4,15,3,2.4159137783010487,2.0918640616783932,2.2823823856765264,3.367295829986474,5.41610040220442
31,10,1.8870696490323797,12,21,4,2.954910279033736,2.517696472610991,2.7788192719904172,2.8903717578961645,5.91350300563827
31,10,1.8870696490323797,12,21,4,2.954910279033736,2.517696472610991,2.7788192719904172,2.8903717578961645,5.91350300563827
31,10,1.9021075263969205,12,21,4,3.039749158970765,2.5416019934645457,2.8449093838194073,2.772588722239781,5.981414211254481
31,10,1.9021075263969205,12,21,4,3.0301337002713233,2.5572273113676265,2.8449093838194073,2.772588722239781,5.981414211254481
31,9,1.9021075263969205,12,21,4,3.039749158970765,2.5416019934645457,2.8449093838194073,2.772588722239781,5.981414211254481
31,9,1.9021075263969205,12,21,4,3.0301337002713233,2.5572273113676265,2.8449093838194073,2.772588722239781,5.981414211254481
31,12,1.8870696490323797,12,21,4,2.928523523860541,2.468099531471619,2.747270914255491,2.8903717578961645,5.883322388488279
2,4,0.6931471805599453,4,18,4,2.2617630984737906,1.9459101490553132,2.128231705849268,3.5263605246161616,5.262690188904886
2,4,0.6931471805599453,4,16,4,2.388762789235098,2.066862759472976,2.2617630984737906,3.367295829986474,5.3981627015177525
2,4,0.26236426446749106,4,7,3,1.8718021769015913,1.840549633397487,1.8562979903656263,3.784189633918261,4.990432586778736
2,9,0.9162907318741551,4,18,3,2.322387720290225,2.028148247292285,2.1972245773362196,3.4339872044851463,5.332718793265369
2,9,0.9162907318741551,4,16,3,2.322387720290225,2.0412203288596382,2.1972245773362196,3.4339872044851463,5.332718793265369
2,5,0.8754687373538999,4,2,3,2.388762789235098,2.1400661634962708,2.2823823856765264,3.367295829986474,5.41610040220442
2,5,0.8754687373538999,4,8,3,2.379546134130174,2.1400661634962708,2.2823823856765264,3.367295829986474,5.41610040220442
0,15,0.0,3,0,4,1.916922612182061,1.824549292051046,1.8718021769015913,3.7612001156935624,5.0106352940962555
0,15,0.0,3,0,4,1.916922612182061,1.824549292051046,1.8718021769015913,3.7612001156935624,5.0106352940962555
10,4,0.6931471805599453,4,18,4,2.2617630984737906,1.9459101490553132,2.128231705849268,3.5263605246161616,5.262690188904886
10,4,0.6931471805599453,4,16,4,2.388762789235098,2.066862759472976,2.2617630984737906,3.367295829986474,5.3981627015177525
10,3,0.6931471805599453,4,6,4,2.322387720290225,2.1400661634962708,2.2407096892759584,3.4011973816621555,5.375278407684165
10,3,0.9162907318741551,4,3,3,2.2617630984737906,2.0149030205422647,2.163323025660538,3.4657359027997265,5.298317366548036
10,3,0.9162907318741551,4,16,3,2.3608540011180215,2.128231705849268,2.2617630984737906,3.367295829986474,5.3981627015177525
10,9,0.6931471805599453,4,3,3,2.1400661634962708,1.8562979903656263,2.028148247292285,3.6109179126442243,5.1647859739235145
10,9,0.6931471805599453,4,8,3,2.2512917986064953,1.9459101490553132,2.128231705849268,3.5263605246161616,5.262690188904886
10,5,0.6931471805599453,4,3,3,2.1400661634962708,1.8562979903656263,2.028148247292285,3.6109179126442243,5.1647859739235145
10,5,0.6931471805599453,4,8,3,2.2512917986064953,1.9459101490553132,2.128231705849268,3.5263605246161616,5.262690188904886
10,12,0.9162907318741551,4,3,3,2.1972245773362196,1.8718021769015913,2.066862759472976,3.58351893845611,5.204006687076795
10,12,0.9162907318741551,4,16,3,2.3702437414678603,2.0541237336955462,2.2407096892759584,3.4011973816621555,5.375278407684165
10,12,1.2809338454620642,6,3,3,2.4765384001174837,2.1041341542702074,2.322387720290225,3.332204510175204,5.459585514144159
10,3,0.9162907318741551,4,3,3,2.2300144001592104,1.9600947840472698,2.1162555148025524,3.5263605246161616,5.25227342804663
10,3,0.9162907318741551,4,16,3,2.3978952727983707,2.1041341542702074,2.272125885509337,3.367295829986474,5.407171771460119
10,3,1.2809338454620642,6,3,3,2.4849066497880004,2.151762203259462,2.3513752571634776,3.295836866004329,5.488937726156687
10,9,0.6931471805599453,4,6,4,2.517696472610991,2.2407096892759584,2.4069451083182885,3.2188758248682006,5.541263545158426
10,9,0.6931471805599453,4,16,4,2.4069451083182885,2.1162555148025524,2.2823823856765264,3.367295829986474,5.41610040220442
10,9,0.9162907318741551,4,16,4,2.624668592163159,2.322387720290225,2.501435951739211,3.1354942159291497,5.638354669333745
10,3,0.6931471805599453,4,3,3,2.2082744135228043,1.9459101490553132,2.0918640616783932,3.5553480614894135,5.225746673713202
10,3,0.6931471805599453,4,8,3,2.322387720290225,2.0412203288596382,2.2082744135228043,3.4339872044851463,5.342334251964811
10,3,0.6931471805599453,4,3,3,2.066862759472976,1.9315214116032138,2.0149030205422647,3.6375861597263857,5.153291594497779
26,13,1.3862943611198906,6,11,3,2.653241964607215,2.4069451083182885,2.5494451709255714,3.091042453358316,5.683579767338681
26,13,1.3862943611198906,6,11,3,2.653241964607215,2.4069451083182885,2.5494451709255714,3.091042453358316,5.683579767338681
26,12,1.252762968495368,6,18,3,2.424802725718295,2.0149030205422647,2.2617630984737906,3.367295829986474,5.3981627015177525
26,12,0.9162907318741551,4,18,3,2.272125885509337,1.9315214116032138,2.128231705849268,3.5263605246161616,5.262690188904886
26,12,1.252762968495368,6,18,3,2.3978952727983707,2.0412203288596382,2.2512917986064953,3.4011973816621555,5.384495062789089
26,12,0.9162907318741551,4,7,3,1.7047480922384253,1.791759469228055,1.7404661748405046,3.912023005428146,4.875197323201151
26,12,0.9162907318741551,4,7,3,1.7404661748405046,1.8082887711792655,1.7749523509116738,3.871201010907891,4.912654885736052
26,12,0.5877866649021191,4,19,3,2.151762203259462,1.8718021769015913,2.028148247292285,3.6109179126442243,5.1647859739235145
26,12,0.5877866649021191,4,4,3,2.066862759472976,1.8082887711792655,1.9600947840472698,3.6888794541139363,5.093750200806762
26,12,0.5877866649021191,4,7,3,2.1041341542702074,1.824549292051046,1.9878743481543455,3.6635616461296463,5.123963979403259
26,12,0.5877866649021191,4,16,3,2.1162555148025524,1.824549292051046,2.0014800002101243,3.6375861597263857,5.135798437050262
26,12,0.5877866649021191,4,7,3,2.0412203288596382,1.7227665977411035,1.916922612182061,3.7376696182833684,5.049856007249537
26,12,0.5877866649021191,4,7,3,2.0412203288596382,1.791759469228055,1.9315214116032138,3.713572066704308,5.0689042022202315
26,3,0.9932517730102834,4,18,3,2.4595888418037104,2.2512917986064953,2.3702437414678603,3.258096538021482,5.5053315359323625
26,3,1.252762968495368,6,18,3,2.5257286443082556,2.2300144001592104,2.4069451083182885,3.2188758248682006,5.541263545158426
26,13,1.252762968495368,6,18,3,2.5649493574615367,2.2823823856765264,2.451005098112319,3.1780538303479458,5.58724865840025
26,13,1.252762968495368,6,3,3,2.151762203259462,2.1400661634962708,2.1400661634962708,3.4965075614664802,5.278114659230517
26,13,1.252762968495368,6,3,3,2.128231705849268,2.1162555148025524,2.128231705849268,3.5263605246161616,5.262690188904886
26,12,0.5877866649021191,4,7,3,1.5260563034950492,1.589235205116581,1.547562508716013,4.0943445622221,4.68213122712422
26,9,0.4054651081081644,4,7,3,1.5040773967762742,1.62924053973028,1.5686159179138452,4.07753744390572,4.700480365792417
26,6,0.5877866649021191,4,7,3,1.6863989535702288,1.7578579175523736,1.7227665977411035,3.912023005428146,4.859812404361672
26,3,0.9162907318741551,4,18,3,2.302585092994046,2.028148247292285,2.186051276738094,3.4657359027997265,5.3230099791384085
26,3,0.9162907318741551,4,18,3,2.3513752571634776,2.1041341542702074,2.2512917986064953,3.4011973816621555,5.384495062789089
26,3,0.9162907318741551,4,18,3,2.302585092994046,2.028148247292285,2.186051276738094,3.4657359027997265,5.3230099791384085
26,3,0.9162907318741551,4,18,3,2.3702437414678603,2.1162555148025524,2.2617630984737906,3.367295829986474,5.3981627015177525
26,13,1.7404661748405046,8,18,3,2.9338568698359038,2.6390573296152584,2.8094026953624978,2.833213344056216,5.945420608606575
26,0,1.252762968495368,6,18,3,2.5649493574615367,2.2512917986064953,2.4336133554004498,3.2188758248682006,5.568344503761097
26,0,1.252762968495368,6,18,3,2.667228206581955,2.322387720290225,2.5257286443082556,3.1354942159291497,5.662960480135946
26,2,0.9932517730102834,4,19,3,2.501435951739211,2.2925347571405443,2.4159137783010487,3.2188758248682006,5.552959584921617
26,2,0.9932517730102834,4,8,3,2.424802725718295,2.2512917986064953,2.3513752571634776,3.295836866004329,5.488937726156687
26,2,1.3862943611198906,6,16,3,2.6741486494265287,2.424802725718295,2.5726122302071057,3.091042453358316,5.707110264748875
26,2,0.9932517730102834,4,19,3,2.5726122302071057,2.424802725718295,2.509599262378372,3.1354942159291497,5.645446897643238
26,2,0.9932517730102834,4,8,3,2.5572273113676265,2.4423470353692043,2.509599262378372,3.1354942159291497,5.645446897643238
26,2,1.3862943611198906,6,25,3,2.6946271807700692,2.451005098112319,2.5952547069568657,3.044522437723423,5.730099782973574
26,2,1.3862943611198906,6,16,3,2.72785282839839,2.509599262378372,2.6390573296152584,2.995732273553991,5.7745515455444085
26,11,1.5260563034950492,8,18,3,2.766319109226186,2.509599262378372,2.6602595372658615,2.995732273553991,5.796057750765372
26,11,1.7404661748405046,8,18,3,2.8449093838194073,2.5494451709255714,2.7212954278522306,2.9444389791664403,5.857933154483459
26,11,1.5260563034950492,8,18,3,2.8273136219290276,2.5494451709255714,2.714694743820879,2.9444389791664403,5.849324779946859
26,11,1.7404661748405046,8,18,3,2.917770732084279,2.653241964607215,2.8094026953624978,2.833213344056216,5.945420608606575
26,3,0.9932517730102834,4,18,3,2.451005098112319,2.1972245773362196,2.341805806147327,3.295836866004329,5.476463551931511
26,3,1.252762968495368,6,18,3,2.5257286443082556,2.1972245773362196,2.388762789235098,3.258096538021482,5.5254529391317835
26,3,0.9932517730102834,4,18,3,2.451005098112319,2.2192034840549946,2.3513752571634776,3.295836866004329,5.488937726156687
26,3,1.252762968495368,6,18,3,2.5494451709255714,2.2300144001592104,2.424802725718295,3.2188758248682006,5.560681631015528
26,9,0.4054651081081644,4,19,3,2.0541237336955462,1.8870696490323797,1.9878743481543455,3.6635616461296463,5.123963979403259
26,9,0.4054651081081644,4,8,3,2.0412203288596382,1.840549633397487,1.9600947840472698,3.6888794541139363,5.093750200806762
9,9,0.5877866649021191,4,18,3,2.2617630984737906,1.9740810260220096,2.1400661634962708,3.4965075614664802,5.278114659230517
9,9,0.5877866649021191,4,8,3,2.2925347571405443,1.9740810260220096,2.163323025660538,3.4657359027997265,5.298317366548036
9,9,0.6931471805599453,4,9,4,2.302585092994046,2.066862759472976,2.2082744135228043,3.4339872044851463,5.342334251964811
9,9,0.6931471805599453,4,16,4,2.341805806147327,2.0412203288596382,2.2192034840549946,3.4339872044851463,5.356586274672012
9,9,0.6931471805599453,4,9,1,2.028148247292285,1.7404661748405046,1.9315214116032138,3.713572066704308,5.209486152841421
9,9,0.6931471805599453,4,16,1,2.028148247292285,1.7404661748405046,1.9315214116032138,3.713572066704308,5.214935757608986
9,7,0.5877866649021191,4,18,3,2.2823823856765264,1.9878743481543455,2.163323025660538,3.4657359027997265,5.298317366548036
9,7,0.6931471805599453,4,9,4,2.33214389523559,2.1041341542702074,2.2407096892759584,3.4011973816621555,5.375278407684165
9,7,0.6931471805599453,4,16,4,2.341805806147327,2.0412203288596382,2.2192034840549946,3.4339872044851463,5.356586274672012
9,9,0.6931471805599453,4,9,4,2.3702437414678603,2.0412203288596382,2.2300144001592104,3.4011973816621555,5.365976015021851
9,9,0.6931471805599453,4,16,4,2.4336133554004498,2.0014800002101243,2.2617630984737906,3.367295829986474,5.3981627015177525
9,9,1.2809338454620642,6,18,4,2.631888840136646,2.2300144001592104,2.468099531471619,3.1780538303479458,5.602118820879701
9,7,0.6931471805599453,4,9,4,2.379546134130174,2.0541237336955462,2.2512917986064953,3.4011973816621555,5.389071729816501
9,9,0.5877866649021191,4,18,3,2.2300144001592104,1.8718021769015913,2.0918640616783932,3.5553480614894135,5.225746673713202
9,9,0.5877866649021191,4,8,3,2.2300144001592104,1.8562979903656263,2.0794415416798357,3.5553480614894135,5.214935757608986
9,9,0.6931471805599453,4,9,1,2.028148247292285,1.7047480922384253,1.8718021769015913,3.7612001156935624,5.176149732573829
9,9,0.6931471805599453,4,16,1,2.0541237336955462,1.6486586255873816,1.8718021769015913,3.7612001156935624,5.181783550292085
9,9,0.6931471805599453,4,9,4,2.2512917986064953,1.9740810260220096,2.1400661634962708,3.4965075614664802,5.278114659230517
9,9,0.6931471805599453,4,16,4,2.2407096892759584,1.9315214116032138,2.1162555148025524,3.5263605246161616,5.25227342804663
9,5,0.5877866649021191,4,18,3,2.2407096892759584,1.916922612182061,2.1041341542702074,3.5263605246161616,5.262690188904886
9,5,0.5877866649021191,4,8,3,2.2512917986064953,1.8870696490323797,2.1041341542702074,3.5263605246161616,5.241747015059643
9,5,0.6931471805599453,4,9,1,2.028148247292285,1.7227665977411035,1.9021075263969205,3.7376696182833684,5.19295685089021
9,5,0.6931471805599453,4,16,1,2.028148247292285,1.7047480922384253,1.9021075263969205,3.7376696182833684,5.187385805840755
9,9,0.5877866649021191,4,18,3,2.2300144001592104,1.840549633397487,2.066862759472976,3.58351893845611,5.204006687076795
9,9,0.5877866649021191,4,8,3,2.2300144001592104,1.840549633397487,2.0794415416798357,3.5553480614894135,5.214935757608986
9,9,0.6931471805599453,4,18,3,2.341805806147327,1.9459101490553132,2.186051276738094,3.4657359027997265,5.3230099791384085
9,9,0.6931471805599453,4,8,3,2.2512917986064953,1.9315214116032138,2.128231705849268,3.5263605246161616,5.262690188904886
9,9,0.6931471805599453,4,9,1,2.028148247292285,1.6486586255873816,1.8718021769015913,3.7612001156935624,5.1647859739235145
9,9,0.6931471805599453,4,16,1,2.028148247292285,1.62924053973028,1.8718021769015913,3.7612001156935624,5.170483995038151
9,9,0.6931471805599453,4,9,4,2.302585092994046,1.9878743481543455,2.174751721484161,3.4657359027997265,5.308267697401205
9,9,0.6931471805599453,4,16,4,2.33214389523559,1.9740810260220096,2.186051276738094,3.4657359027997265,5.3230099791384085
9,9,0.3364722366212129,4,26,4,1.7227665977411035,1.589235205116581,1.667706820558076,3.970291913552122,4.804021044733257
9,12,0.5877866649021191,4,18,3,2.272125885509337,1.8870696490323797,2.1162555148025524,3.5263605246161616,5.25227342804663
9,12,0.5877866649021191,4,8,3,2.2823823856765264,1.9021075263969205,2.128231705849268,3.5263605246161616,5.262690188904886
9,12,0.6931471805599453,4,9,1,2.0541237336955462,1.7227665977411035,1.9315214116032138,3.713572066704308,5.220355825078324
9,12,0.6931471805599453,4,16,1,2.0541237336955462,1.667706820558076,1.9021075263969205,3.7376696182833684,5.204006687076795
9,12,1.2809338454620642,6,9,4,2.4765384001174837,2.1400661634962708,2.341805806147327,3.295836866004329,5.476463551931511
9,3,0.6931471805599453,4,18,4,2.4423470353692043,2.2300144001592104,2.3513752571634776,3.295836866004329,5.488937726156687
9,3,0.6931471805599453,4,16,4,2.5649493574615367,2.1972245773362196,2.4159137783010487,3.2188758248682006,5.552959584921617
9,3,0.6931471805599453,4,18,4,2.4595888418037104,2.2407096892759584,2.3702437414678603,3.258096538021482,5.5053315359323625
9,13,1.2809338454620642,6,21,4,2.6461747973841225,2.341805806147327,2.517696472610991,3.1354942159291497,5.676753802268282
9,13,1.0986122886681098,6,21,1,2.468099531471619,2.0918640616783932,2.322387720290225,3.332204510175204,5.6240175061873385
8,9,1.0986122886681098,6,18,3,2.5494451709255714,2.186051276738094,2.3978952727983707,3.258096538021482,5.53338948872752
8,9,0.6931471805599453,4,21,3,2.2823823856765264,1.8870696490323797,2.128231705849268,3.5263605246161616,5.262690188904886
8,9,0.9162907318741551,5,18,3,2.451005098112319,2.1041341542702074,2.312535423847214,3.332204510175204,5.44673737166631
8,9,0.6931471805599453,4,21,4,2.312535423847214,1.9878743481543455,2.186051276738094,3.4657359027997265,5.3230099791384085
8,9,1.0986122886681098,6,18,3,2.5572273113676265,2.1972245773362196,2.4159137783010487,3.2188758248682006,5.552959584921617
8,12,0.6931471805599453,4,21,3,2.2823823856765264,1.8870696490323797,2.128231705849268,3.5263605246161616,5.262690188904886
8,12,1.0986122886681098,6,18,3,2.5572273113676265,2.1972245773362196,2.4159137783010487,3.2188758248682006,5.552959584921617
8,3,0.6931471805599453,4,21,3,2.2823823856765264,2.028148247292285,2.174751721484161,3.4657359027997265,5.308267697401205
8,3,0.9162907318741551,5,18,3,2.468099531471619,2.1400661634962708,2.33214389523559,3.295836866004329,5.4680601411351315
8,5,1.0986122886681098,6,18,3,2.5494451709255714,2.186051276738094,2.3978952727983707,3.258096538021482,5.53338948872752
8,5,0.6931471805599453,4,21,3,2.2823823856765264,1.8870696490323797,2.128231705849268,3.5263605246161616,5.262690188904886
8,5,0.9162907318741551,5,18,3,2.451005098112319,2.1041341542702074,2.312535423847214,3.332204510175204,5.44673737166631
8,5,1.0986122886681098,6,18,3,2.5572273113676265,2.1972245773362196,2.4159137783010487,3.2188758248682006,5.552959584921617
8,3,1.1631508098056809,6,18,3,2.5726122302071057,2.2512917986064953,2.4423470353692043,3.2188758248682006,5.575949103146316
8,3,0.6931471805599453,4,21,3,2.2823823856765264,2.028148247292285,2.174751721484161,3.4657359027997265,5.308267697401205
8,3,0.9162907318741551,5,18,3,2.5649493574615367,2.2407096892759584,2.4336133554004498,3.2188758248682006,5.568344503761097
8,3,0.6931471805599453,4,21,4,2.3702437414678603,2.0541237336955462,2.2407096892759584,3.4011973816621555,5.375278407684165
8,3,1.0986122886681098,6,18,3,2.6100697927420065,2.2925347571405443,2.4765384001174837,3.1780538303479458,5.6131281063880705
8,3,1.1631508098056809,6,18,3,2.5726122302071057,2.2082744135228043,2.424802725718295,3.2188758248682006,5.560681631015528
8,3,0.6931471805599453,4,21,3,2.2823823856765264,2.028148247292285,2.174751721484161,3.4657359027997265,5.308267697401205
8,3,1.0986122886681098,6,18,3,2.6100697927420065,2.2925347571405443,2.4765384001174837,3.1780538303479458,5.6131281063880705
4,9,0.8754687373538999,4,14,4,2.2300144001592104,1.8870696490323797,2.0918640616783932,3.5553480614894135,5.241747015059643
4,3,1.252762968495368,6,10,4,2.5416019934645457,2.2082744135228043,2.4069451083182885,3.2188758248682006,5.537334267018537
4,3,1.252762968495368,6,10,4,2.501435951739211,2.2082744135228043,2.3702437414678603,3.258096538021482,5.5254529391317835
4,3,1.252762968495368,6,18,4,2.517696472610991,2.151762203259462,2.3702437414678603,3.258096538021482,5.517452896464707
4,12,1.252762968495368,6,18,4,2.4765384001174837,2.0412203288596382,2.302585092994046,3.332204510175204,5.459585514144159
4,12,1.252762968495368,6,26,4,2.0794415416798357,2.0149030205422647,2.0412203288596382,3.6109179126442243,5.19295685089021
4,9,0.8754687373538999,4,14,4,2.2617630984737906,1.8870696490323797,2.1162555148025524,3.5263605246161616,5.278114659230517
4,9,1.252762968495368,6,10,4,2.4159137783010487,2.0149030205422647,2.2617630984737906,3.367295829986474,5.420534999272286
6,15,0.5877866649021191,4,9,4,2.272125885509337,1.9315214116032138,2.128231705849268,3.5263605246161616,5.2832037287379885
34,4,1.7749523509116738,12,22,4,2.8903717578961645,2.533696813957432,2.747270914255491,2.8903717578961645,5.8998973535824915
34,7,1.791759469228055,12,17,4,2.8213788864092133,2.388762789235098,2.653241964607215,2.995732273553991,5.805134968916488
34,4,1.791759469228055,12,17,4,2.8678989020441064,2.4336133554004498,2.6946271807700692,2.9444389791664403,5.846438775057725
34,15,1.547562508716013,8,26,4,2.856470206220483,2.424802725718295,2.6878474937846906,2.9444389791664403,5.8377304471659395
34,15,1.547562508716013,8,16,4,2.89591193827178,2.509599262378372,2.740840023925201,2.8903717578961645,5.8916442118257715
34,15,1.547562508716013,8,26,4,2.856470206220483,2.424802725718295,2.6878474937846906,2.9444389791664403,5.8377304471659395
34,15,1.547562508716013,8,16,4,2.89591193827178,2.509599262378372,2.740840023925201,2.8903717578961645,5.8916442118257715
34,15,1.547562508716013,8,26,4,2.856470206220483,2.424802725718295,2.6878474937846906,2.9444389791664403,5.8377304471659395
34,15,1.547562508716013,8,16,4,2.89591193827178,2.509599262378372,2.740840023925201,2.8903717578961645,5.8916442118257715
34,15,1.791759469228055,12,26,4,2.970414465569701,2.5494451709255714,2.803360380906535,2.833213344056216,5.966146739123692
32,7,0.5877866649021191,4,9,3,2.302585092994046,1.9600947840472698,2.163323025660538,3.4657359027997265,5.318119993844216
32,7,0.6931471805599453,4,9,3,2.2823823856765264,1.9740810260220096,2.151762203259462,3.4965075614664802,5.303304908059076
